"TOA5","COM1","CR1000","55447","CR1000.Std.25","CPU:LIMHA_3_1.CR1","64968","limha"
"TIMESTAMP","RECORD","vw(1)","vw(2)","vw(3)","vw(4)","vw(5)","vw(6)","vw(7)","vw(8)","vw(9)","vw(10)","vw(11)","vw(12)","vw(13)","vw(14)","vw(15)","vw(16)","vw(17)","vw(18)","vw_t(1)","vw_t(2)","vw_t(3)","vw_t(4)","vw_t(5)","vw_t(6)","vw_t(7)","vw_t(8)","vw_t(9)","vw_t(10)","vw_t(11)","vw_t(12)","vw_t(13)","vw_t(14)","vw_t(15)","vw_t(16)","vw_t(17)","vw_t(18)","logvolt","logtemp","strain_1","strain_2","temp_1","RST1_A","RST1_B","RST2_A","RST2_B"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-09-23 20:00:00",56162,1580.586,"NAN",1561.337,1542.539,1547.16,1595.263,1571.904,1572.799,1548.555,1606.424,1504.025,1577.294,9048.53,8992.18,7812.188,9098.172,8299.5,8506.688,14.28311,13.39044,17.58039,14.96408,15.31177,-82.70692,15.03244,12.09241,14.17005,14.08456,14.16947,14.17862,17.25906,15.92435,15.28809,13.9581,11.38477,5.757417,13.17,23.47,-1094.739,-1265.478,"NAN",-125.9736,318.3204,130.7145,203.1832
"2021-09-23 21:00:00",56163,1580.587,"NAN",1561.336,1542.534,1547.129,1595.239,1571.904,1572.787,1548.559,1606.402,1504.002,1577.295,9048.429,8992.067,7812.001,9098.067,8299.327,8506.644,14.28024,13.38312,17.58066,14.9635,15.3183,-82.71043,15.03406,12.09341,14.17233,14.08694,14.1698,14.18033,17.44357,15.9256,15.289,13.95877,11.38434,5.755677,13.18,22.92,-1096.448,-1267.193,"NAN",-125.9736,316.9658,128.6827,201.8287
"2021-09-23 22:00:00",56164,1580.588,"NAN",1561.335,1542.53,1547.103,1595.221,1571.904,1572.774,1548.563,1606.385,1503.988,1577.299,9048.337,8991.971,7811.904,9097.936,8299.158,8506.615,14.2756,13.37607,17.58118,14.96454,15.3241,-82.71128,15.03635,12.09561,14.17209,14.08853,14.1691,14.18024,17.63089,15.92667,15.29007,13.95889,11.38385,5.758759,13.19,22.7,-1094.878,-1263.965,"NAN",-127.3281,318.9977,130.0373,203.8605
"2021-09-23 23:00:00",56165,1580.585,"NAN",1561.334,1542.527,1547.083,1595.206,1571.903,1572.763,1548.566,1606.372,1503.987,1577.302,9048.26,8991.891,7811.892,9097.805,8298.985,8506.575,14.27051,13.36893,17.58136,14.96472,15.32819,-82.728,15.03818,12.09845,14.17181,14.08926,14.1666,14.17981,17.85562,15.9274,15.29099,13.95929,11.38449,5.75705,13.19,22.56,-1094.942,-1262.364,"NAN",-126.6509,317.6431,130.0373,204.5378
"2021-09-24 00:00:00",56166,1580.581,"NAN",1561.332,1542.527,1547.07,1595.199,1571.903,1572.756,1548.565,1606.369,1504.002,1577.302,9048.192,8991.816,7811.814,9097.665,8298.8,8506.533,14.26538,13.36362,17.58179,14.96573,15.33167,-82.72536,15.04074,12.10022,14.17056,14.08923,14.16403,14.17841,18.00229,15.92822,15.29187,13.95911,11.38278,5.758667,13.2,22.39,-1094.964,-1259.041,"NAN",-125.2963,319.6749,130.7145,203.8605
"2021-09-24 01:00:00",56167,1580.578,"NAN",1561.331,1542.524,1547.062,1595.197,1571.901,1572.75,1548.566,1606.365,1503.996,1577.306,9048.133,8991.754,7811.801,9097.51,8298.618,8506.485,14.26215,13.36081,17.58231,14.96628,15.33411,-82.74119,15.04285,12.10345,14.16928,14.08887,14.1615,14.17709,18.06775,15.9295,15.29315,13.95932,11.38312,5.756622,13.2,22.06,-1094.98,-1265.756,"NAN",-124.619,318.3204,130.0373,204.5378
"2021-09-24 02:00:00",56168,1580.581,"NAN",1561.333,1542.519,1547.049,1595.187,1571.901,1572.738,1548.569,1606.36,1503.997,1577.307,9048.059,8991.68,7811.702,9097.311,8298.436,8506.436,14.26016,13.35806,17.58304,14.96664,15.33591,-82.74651,15.0451,12.10379,14.16748,14.08893,14.15982,14.17505,18.1106,15.93027,15.29401,13.9595,11.38242,5.755891,13.15,21.64,-1096.777,-1265.899,"NAN",-125.9736,317.6431,131.3918,203.8605
"2021-09-24 03:00:00",56169,1580.583,"NAN",1561.331,1542.513,1547.041,1595.18,1571.902,1572.726,1548.571,1606.351,1503.996,1577.31,9047.986,8991.601,7811.668,9097.163,8298.243,8506.381,14.25726,13.35452,17.5834,14.96866,15.33746,-82.76681,15.04712,12.10617,14.16574,14.08823,14.15769,14.1738,17.53879,15.93127,15.29483,13.95984,11.383,5.75528,13.21,21.26,-1100.134,-1264.233,"NAN",-124.619,318.9977,130.0373,203.8605
"2021-09-24 04:00:00",56170,1580.586,"NAN",1561.334,1542.506,1547.032,1595.171,1571.903,1572.715,1548.574,1606.344,1504,1577.314,9047.927,8991.535,7811.625,9096.979,8298.052,8506.325,14.25321,13.34958,17.58386,14.96835,15.33847,-82.78355,15.04944,12.10764,14.16446,14.0875,14.15576,14.17218,17.50446,15.93219,15.29593,13.95959,11.38202,5.757324,13.21,20.91,-1098.46,-1255.861,"NAN",-125.9736,318.9977,130.7145,204.5378
"2021-09-24 05:00:00",56171,1580.583,"NAN",1561.335,1542.503,1547.031,1595.167,1571.902,1572.708,1548.575,1606.342,1504.012,1577.315,9047.842,8991.439,7811.479,9096.786,8297.853,8506.267,14.24948,13.34409,17.58438,14.97055,15.33914,-82.78888,15.05109,12.10956,14.16278,14.08697,14.15286,14.16965,17.63745,15.93335,15.29672,13.95981,11.38226,5.757722,13.23,20.58,-1100.134,-1249.163,"NAN",-125.2963,319.6749,131.3918,204.5378
"2021-09-24 06:00:00",56172,1580.585,"NAN",1561.336,1542.496,1547.025,1595.161,1571.903,1572.697,1548.577,1606.335,1504.009,1577.318,9047.757,8991.349,7811.381,9096.597,8297.65,8506.202,14.24487,13.33871,17.58481,14.97046,15.33942,-82.80835,15.05283,12.11493,14.16104,14.08606,14.14954,14.16769,17.8342,15.93417,15.29803,13.96045,11.38217,5.75821,13.17,20.26,-1100.151,-1262.578,"NAN",-124.619,318.9977,131.3918,203.1832
"2021-09-24 07:00:00",56173,1580.586,"NAN",1561.337,1542.49,1547.034,1595.153,1571.904,1572.688,1548.578,1606.333,1504.013,1577.319,9047.663,8991.245,7811.262,9096.394,8297.452,8506.137,14.23999,13.33377,17.58493,14.97086,15.33923,-82.7933,15.05457,12.11136,14.15857,14.08478,14.14648,14.16522,17.97256,15.93475,15.29859,13.96112,11.38187,5.758729,13.25,20.1,-1100.225,-1260.988,"NAN",-125.9736,318.9977,132.0691,204.5378
"2021-09-24 08:00:00",56174,1580.582,"NAN",1561.339,1542.486,1547.022,1595.152,1571.903,1572.682,1548.579,1606.333,1504.009,1577.32,9047.561,8991.139,7811.122,9096.19,8297.241,8506.066,14.23584,13.3281,17.58475,14.97116,15.33914,-82.78004,15.056,12.11328,14.15561,14.08344,14.14243,14.16217,17.72418,15.93546,15.29956,13.96051,11.38165,5.760926,13.23,20.66,-1098.461,-1254.188,"NAN",-128.6827,316.2885,128.6827,204.5378
"2021-09-24 09:00:00",56175,1580.583,"NAN",1561.341,1542.48,1547.015,1595.144,1571.905,1572.672,1548.583,1606.325,1504.005,1577.324,9047.526,8991.103,7811.144,9095.997,8297.059,8505.999,14.23147,13.32385,17.58487,14.97141,15.33841,-82.75529,15.05728,12.11435,14.15357,14.08176,14.13965,14.1593,17.67728,15.93656,15.30054,13.96048,11.38205,5.759674,13.2,22.47,-1101.695,-1267.452,"NAN",-128.0054,318.9977,131.3918,203.8605
"2021-09-24 10:00:00",56176,1580.579,"NAN",1561.342,1542.483,1547.019,1595.147,1571.903,1572.671,1548.584,1606.331,1504.016,1577.327,9047.47,8991.036,7811.108,9095.814,8296.867,8505.938,14.22681,13.31863,17.5849,14.97174,15.33777,-82.72093,15.05869,12.11502,14.151,14.07983,14.13657,14.15555,17.90637,15.93707,15.30151,13.96057,11.38104,5.759216,13.13,25.16,-1098.088,-1265.479,"NAN",-127.249,319.4762,131.3101,203.7338
"2021-09-24 11:00:00",56177,1580.557,"NAN",1561.338,1542.497,1547.033,1595.165,1571.897,1572.679,1548.577,1606.361,1504.062,1577.319,9047.463,8991.029,7811.204,9095.646,8296.694,8505.863,14.22391,13.31796,17.58451,14.97183,15.33707,-82.68496,15.0596,12.1163,14.14798,14.07806,14.13284,14.1539,17.82467,15.93784,15.30264,13.96204,11.3812,5.758362,13.12,26.74,-1097.718,-1263.38,"NAN",-127.9188,317.4282,130.6261,203.7226
"2021-09-24 12:00:00",56178,1580.565,"NAN",1561.34,1542.491,1547.028,1595.162,1571.898,1572.67,1548.58,1606.357,1504.056,1577.324,9047.496,8991.07,7811.416,9095.486,8296.547,8505.798,14.2269,13.32489,17.58426,14.97202,15.33585,-82.65875,15.06061,12.11572,14.14627,14.07599,14.13138,14.15045,17.86444,15.939,15.3035,13.96045,11.38068,5.764771,13.1,27.47,-1099.388,-1270.07,"NAN",-127.9188,318.105,132.6566,204.3994
"2021-09-24 13:00:00",56179,1580.575,"NAN",1561.342,1542.486,1547.021,1595.155,1571.898,1572.662,1548.582,1606.35,1504.042,1577.326,9047.525,8991.112,7811.578,9095.316,8296.394,8505.718,14.22818,13.32562,17.58386,14.97202,15.33554,-82.664,15.0618,12.11649,14.14566,14.07471,14.13144,14.14999,17.99161,15.94019,15.30432,13.96106,11.37973,5.760316,13.12,26.47,-1096.042,-1260.03,"NAN",-127.9188,318.105,130.6261,203.0458
"2021-09-24 14:00:00",56180,1580.581,"NAN",1561.344,1542.481,1547.014,1595.148,1571.9,1572.655,1548.586,1606.34,1504.028,1577.331,9047.548,8991.147,7811.717,9095.185,8296.254,8505.644,14.22647,13.3219,17.58347,14.97223,15.33517,-82.6657,15.06262,12.11645,14.14484,14.07413,14.13315,14.14945,18.04883,15.94153,15.30533,13.961,11.38004,5.760681,13.11,26.04,-1096.141,-1266.838,"NAN",-127.242,318.105,131.3029,205.0762
"2021-09-24 15:00:00",56181,1580.582,"NAN",1561.346,1542.476,1547.009,1595.137,1571.904,1572.644,1548.59,1606.331,1504.018,1577.333,9047.549,8991.146,7811.669,9095.073,8296.113,8505.569,14.2229,13.3175,17.58316,14.97223,15.33453,-82.6867,15.06357,12.11701,14.14423,14.07352,14.12967,14.14795,18.07297,15.94266,15.30624,13.96082,11.37927,5.760528,13.13,25.49,-1096.351,-1260.385,"NAN",-127.242,318.7819,131.3029,204.3994
"2021-09-24 16:00:00",56182,1580.584,"NAN",1561.349,1542.47,1547.006,1595.13,1571.904,1572.637,1548.594,1606.324,1504.008,1577.339,9047.579,8991.188,7811.882,9094.994,8295.995,8505.505,14.21842,13.31082,17.58289,14.97247,15.3342,-82.68759,15.06442,12.11759,14.14197,14.07214,14.12653,14.14612,17.69119,15.944,15.30716,13.96063,11.3797,5.762969,13.13,25.19,-1096.413,-1263.804,"NAN",-128.6026,318.7991,131.9869,204.4104
"2021-09-24 17:00:00",56183,1580.584,"NAN",1561.351,1542.464,1547.004,1595.128,1571.905,1572.63,1548.596,1606.319,1504.014,1577.34,9047.558,8991.165,7811.768,9094.909,8295.86,8505.438,14.21375,13.30521,17.58255,14.97171,15.33304,-82.69898,15.06509,12.1185,14.14005,14.07114,14.12375,14.14331,17.76236,15.94483,15.30838,13.96078,11.37958,5.763306,13.14,25.13,-1094.739,-1262.13,"NAN",-127.242,320.1355,131.3029,203.7226
"2021-09-24 18:00:00",56184,1580.582,"NAN",1561.352,1542.463,1547.003,1595.128,1571.905,1572.624,1548.597,1606.32,1504.013,1577.341,9047.557,8991.166,7811.841,9094.802,8295.742,8505.373,14.20886,13.29913,17.58212,14.97251,15.33191,-82.70335,15.06583,12.11908,14.13675,14.06906,14.12067,14.14093,17.88898,15.94626,15.30942,13.96063,11.37927,5.761047,13.14,24.89,-1096.413,-1265.478,"NAN",-127.2815,320.9119,132.0207,205.1399
"2021-09-24 19:00:00",56185,1580.58,"NAN",1561.353,1542.459,1547.006,1595.125,1571.908,1572.617,1548.598,1606.318,1504.006,1577.343,9047.531,8991.139,7811.832,9094.724,8295.612,8505.305,14.20502,13.29578,17.58167,14.9722,15.33051,-82.72273,15.06631,12.12033,14.1344,14.06696,14.11695,14.13809,17.99597,15.94678,15.31049,13.96045,11.37891,5.759613,13.14,24.42,-1096.413,-1265.478,"NAN",-125.2518,316.1762,130.6681,205.1422
"2021-09-24 20:00:00",56186,1580.575,"NAN",1561.353,1542.458,1547.007,1595.128,1571.907,1572.612,1548.598,1606.319,1504.007,1577.342,9047.493,8991.108,7811.714,9094.63,8295.485,8505.233,14.20084,13.29047,17.58161,14.97293,15.32886,-82.73592,15.06683,12.12061,14.13159,14.06537,14.11349,14.13513,18.04437,15.94833,15.31149,13.95996,11.37851,5.762452,13.17,23.75,-1093.065,-1267.152,"NAN",-126.6508,317.6429,131.3918,203.1831
"2021-09-24 21:00:00",56187,1580.574,"NAN",1561.354,1542.455,1547.006,1595.126,1571.908,1572.606,1548.598,1606.321,1504.01,1577.342,9047.463,8991.074,7811.651,9094.524,8295.365,8505.169,14.19714,13.28879,17.58112,14.97251,15.32755,-82.74735,15.06744,12.1203,14.12888,14.0636,14.11017,14.13257,18.09793,15.94949,15.31253,13.9603,11.37875,5.764436,13.18,23.1,-1094.739,-1260.457,"NAN",-124.619,318.3204,131.3918,205.215
"2021-09-24 22:00:00",56188,1580.569,"NAN",1561.354,1542.453,1547.011,1595.128,1571.908,1572.602,1548.596,1606.325,1504.026,1577.341,9047.419,8991.03,7811.584,9094.44,8295.234,8505.106,14.19498,13.28482,17.58057,14.97296,15.32587,-82.7773,15.06763,12.12396,14.12662,14.06103,14.10794,14.1301,17.80075,15.95071,15.31345,13.96027,11.37799,5.762452,13.19,22.61,-1096.576,-1265.666,"NAN",-126.6509,318.9977,130.7145,204.5378
"2021-09-24 23:00:00",56189,1580.552,"NAN",1561.352,1542.461,1547.034,1595.148,1571.906,1572.615,1548.59,1606.349,1504.058,1577.336,9047.416,8991.029,7811.708,9094.343,8295.116,8505.042,14.19211,13.2839,17.57996,14.97251,15.32422,-82.77736,15.06806,12.12128,14.12439,14.05978,14.10504,14.12753,17.8374,15.95175,15.31473,13.95956,11.37717,5.764862,13.2,22.19,-1096.67,-1262.426,"NAN",-126.6509,318.3204,130.7145,205.8923
"2021-09-25 00:00:00",56190,1580.543,"NAN",1561.348,1542.466,1547.052,1595.168,1571.903,1572.624,1548.585,1606.373,1504.079,1577.329,9047.402,8991.019,7811.669,9094.22,8294.999,8504.979,14.19373,13.28931,17.57959,14.97241,15.32227,-82.78354,15.06833,12.12158,14.1221,14.05783,14.10327,14.12543,17.98532,15.95297,15.31568,13.95975,11.37595,5.761994,13.2,21.84,-1096.748,-1249.121,"NAN",-123.9418,320.3522,129.36,203.8605
"2021-09-25 01:00:00",56191,1580.545,"NAN",1561.35,1542.468,1547.062,1595.174,1571.901,1572.624,1548.582,1606.379,1504.083,1577.327,9047.41,8991.032,7811.76,9094.125,8294.896,8504.911,14.198,13.29639,17.57874,14.97162,15.32111,-82.79681,15.06857,12.12241,14.12222,14.05597,14.10403,14.12476,17.98523,15.95361,15.3168,13.95889,11.37515,5.763368,13.21,21.51,-1096.784,-1259.209,"NAN",-125.9736,318.3204,130.7145,205.215
"2021-09-25 02:00:00",56192,1580.549,"NAN",1561.351,1542.468,1547.075,1595.179,1571.9,1572.625,1548.582,1606.385,1504.075,1577.327,9047.436,8991.067,7811.901,9094.035,8294.786,8504.853,14.2019,13.30191,17.57788,14.9715,15.32037,-82.80119,15.06857,12.12204,14.12149,14.05518,14.10547,14.1258,17.73584,15.95438,15.3179,13.95868,11.37448,5.764985,13.22,21.23,-1096.785,-1259.21,"NAN",-126.6509,318.9977,129.36,205.215
"2021-09-25 03:00:00",56193,1580.543,"NAN",1561.349,1542.474,1547.082,1595.196,1571.898,1572.638,1548.576,1606.404,1504.097,1577.325,9047.497,8991.135,7812.074,9093.973,8294.697,8504.797,14.20496,13.30615,17.5769,14.97137,15.32004,-82.80743,15.06882,12.12271,14.12305,14.05438,14.10675,14.12662,17.88367,15.95587,15.31894,13.95883,11.3735,5.761414,13.22,21.02,-1098.46,-1257.535,"NAN",-126.6509,318.9977,130.7145,204.5378
"2021-09-25 04:00:00",56194,1580.54,"NAN",1561.349,1542.476,1547.091,1595.207,1571.896,1572.646,1548.575,1606.413,1504.094,1577.32,9047.532,8991.18,7812.242,9093.891,8294.613,8504.733,14.20889,13.31165,17.57632,14.97125,15.32016,-82.80656,15.06915,12.12253,14.12375,14.05466,14.10928,14.12759,17.9996,15.95688,15.31995,13.9581,11.37305,5.78067,13.23,20.8,-1100.134,-1257.535,"NAN",-125.9736,318.9977,129.36,205.215
"2021-09-25 05:00:00",56195,1580.545,"NAN",1561.349,1542.478,1547.092,1595.209,1571.895,1572.648,1548.574,1606.417,1504.089,1577.319,9047.531,8991.186,7812.134,9093.799,8294.517,8504.679,14.21405,13.31781,17.57562,14.97034,15.32068,-82.80215,15.06909,12.1235,14.12494,14.0546,14.11188,14.12976,17.99164,15.9578,15.32098,13.95795,11.37244,5.782501,13.23,20.8,-1101.809,-1264.233,"NAN",-125.2963,318.9977,131.3918,203.1832
"2021-09-25 06:00:00",56196,1580.552,"NAN",1561.352,1542.476,1547.086,1595.203,1571.895,1572.644,1548.577,1606.409,1504.089,1577.322,9047.558,8991.213,7812.267,9093.739,8294.448,8504.625,14.21704,13.31979,17.57474,14.96988,15.32138,-82.80392,15.06952,12.12369,14.12689,14.05493,14.11395,14.13101,18.06406,15.9588,15.32181,13.9578,11.37146,5.764862,13.23,20.85,-1101.809,-1254.186,"NAN",-125.9736,318.9977,131.3918,203.8605
"2021-09-25 07:00:00",56197,1580.54,"NAN",1561.349,1542.489,1547.102,1595.219,1571.889,1572.659,1548.571,1606.425,1504.102,1577.316,9047.594,8991.255,7812.358,9093.694,8294.376,8504.574,14.21817,13.32062,17.5741,14.96991,15.3226,-82.79507,15.0697,12.12399,14.12845,14.056,14.11639,14.1322,17.65585,15.95914,15.32324,13.95737,11.37125,5.763215,13.22,20.93,-1100.134,-1260.884,"NAN",-125.9736,316.9658,131.3918,203.8605
"2021-09-25 08:00:00",56198,1580.531,"NAN",1561.345,1542.498,1547.107,1595.231,1571.885,1572.667,1548.564,1606.441,1504.126,1577.308,9047.576,8991.244,7812.244,9093.614,8294.285,8504.524,14.22257,13.32727,17.5733,14.96942,15.32361,-82.78977,15.07016,12.12527,14.12979,14.05658,14.11743,14.13382,17.86539,15.96048,15.32397,13.95691,11.3707,5.761901,13.21,21.29,-1101.809,-1264.233,"NAN",-124.619,318.9977,132.7464,204.5378
"2021-09-25 09:00:00",56199,1580.526,"NAN",1561.342,1542.513,1547.118,1595.248,1571.879,1572.676,1548.558,1606.459,1504.145,1577.299,9047.541,8991.201,7812.099,9093.567,8294.194,8504.471,14.22992,13.33817,17.57297,14.97031,15.32456,-82.76775,15.07092,12.12717,14.13202,14.05759,14.12097,14.13644,17.95697,15.96167,15.32486,13.95666,11.36975,5.763215,13.21,21.72,-1100.122,-1280.964,"NAN",-125.2963,319.6749,132.7464,204.5378
"2021-09-25 10:00:00",56200,1580.543,"NAN",1561.345,1542.507,1547.098,1595.23,1571.883,1572.663,1548.564,1606.443,1504.096,1577.3,9047.499,8991.159,7812.001,9093.527,8294.118,8504.42,14.23691,13.34714,17.57211,14.96896,15.32605,-82.75977,15.07166,12.12787,14.1348,14.05859,14.1258,14.13916,18.01505,15.96231,15.32596,13.95609,11.36923,5.761537,13.2,22.42,-1100.003,-1269.106,"NAN",-124.619,321.0295,130.0373,203.1832
"2021-09-25 11:00:00",56201,1580.552,"NAN",1561.348,1542.505,1547.081,1595.213,1571.884,1572.656,1548.568,1606.426,1504.07,1577.306,9047.521,8991.19,7812.229,9093.491,8294.053,8504.376,14.24005,13.34689,17.5715,14.96796,15.32809,-82.74129,15.07218,12.12766,14.13843,14.06039,14.12976,14.14206,18.05774,15.96314,15.32684,13.95609,11.3685,5.763275,13.17,23.52,-1099.771,-1268.838,"NAN",-124.619,318.9977,131.3918,203.1832
"2021-09-25 12:00:00",56202,1580.565,"NAN",1561.353,1542.496,1547.057,1595.187,1571.888,1572.641,1548.576,1606.401,1504.036,1577.314,9047.566,8991.247,7812.368,9093.446,8293.984,8504.325,14.23975,13.34247,17.57095,14.96866,15.32968,-82.73688,15.07315,12.12866,14.14017,14.06201,14.13153,14.14432,17.698,15.96411,15.328,13.95547,11.36777,5.763641,13.17,23.96,-1101.436,-1270.501,"NAN",-127.3281,320.3522,130.0373,204.5378
"2021-09-25 13:00:00",56203,1580.571,"NAN",1561.359,1542.486,1547.036,1595.162,1571.893,1572.626,1548.585,1606.376,1504.003,1577.324,9047.654,8991.35,7812.693,9093.396,8293.941,8504.286,14.23547,13.33612,17.56998,14.96823,15.33105,-82.73158,15.07385,12.12888,14.14124,14.0632,14.13138,14.14575,17.23941,15.96527,15.32895,13.95532,11.36707,5.76355,13.17,24.33,-1099.762,-1272.175,"NAN",-127.9757,319.6006,130.6842,203.8131
"2021-09-25 14:00:00",56204,1580.575,"NAN",1561.363,1542.477,1547.02,1595.145,1571.897,1572.613,1548.589,1606.355,1504.011,1577.33,9047.757,8991.466,7812.957,9093.368,8293.911,8504.249,14.23013,13.32626,17.56931,14.96839,15.33194,-82.7167,15.07498,12.13086,14.1405,14.0639,14.12994,14.14493,17.36264,15.96677,15.3299,13.95486,11.36664,5.761475,13.16,24.63,-1098.088,-1263.805,"NAN",-127.2635,319.5126,130.6481,204.4339
"2021-09-25 15:00:00",56205,1580.569,"NAN",1561.364,1542.475,1547.015,1595.14,1571.897,1572.607,1548.592,1606.351,1504.012,1577.332,9047.826,8991.544,7813.101,9093.344,8293.872,8504.209,14.22366,13.31766,17.56888,14.96814,15.33139,-82.7167,15.07584,12.1319,14.13916,14.06381,14.12625,14.14291,17.6131,15.96881,15.33109,13.95438,11.36673,5.763641,13.16,24.63,-1099.762,-1263.805,"NAN",-124.5763,320.2424,130.6697,204.4677
"2021-09-25 16:00:00",56206,1580.569,"NAN",1561.367,1542.469,1547.012,1595.134,1571.9,1572.598,1548.594,1606.346,1504.017,1577.334,9047.889,8991.623,7813.186,9093.324,8293.85,8504.172,14.21842,13.3122,17.5687,14.96866,15.33002,-82.71577,15.07703,12.13257,14.13693,14.06412,14.12259,14.14075,17.85297,15.96863,15.33212,13.9548,11.36603,5.761872,13.16,24.54,-1096.414,-1263.805,"NAN",-128.6434,316.8689,130.6746,203.7982
"2021-09-25 17:00:00",56207,1580.57,"NAN",1561.37,1542.462,1547.009,1595.129,1571.904,1572.587,1548.597,1606.339,1504.006,1577.338,9047.925,8991.671,7813.258,9093.32,8293.829,8504.142,14.21381,13.30682,17.56799,14.96881,15.32852,-82.72458,15.07724,12.13361,14.134,14.0629,14.11993,14.13843,17.53507,15.97077,15.3331,13.95419,11.36569,5.763916,13.15,24.33,-1098.088,-1263.805,"NAN",-126.622,318.2478,130.0076,202.4598
"2021-09-25 18:00:00",56208,1580.566,"NAN",1561.372,1542.462,1547.009,1595.128,1571.903,1572.581,1548.597,1606.337,1504.026,1577.34,9047.968,8991.716,7813.341,9093.305,8293.803,8504.147,14.20953,13.3006,17.56766,14.969,15.32645,-82.74828,15.07831,12.13367,14.13175,14.06134,14.1167,14.13553,17.39905,15.97168,15.33405,13.95462,11.36582,5.766358,13.17,24.07,-1094.74,-1278.87,"NAN",-126.646,317.6309,131.3867,203.1754
"2021-09-25 19:00:00",56209,1580.549,"NAN",1561.37,1542.471,1547.024,1595.141,1571.902,1572.585,1548.592,1606.354,1504.045,1577.334,9047.989,8991.743,7813.337,9093.296,8293.773,8504.111,14.20453,13.29748,17.56708,14.96866,15.32416,-82.75178,15.07867,12.13385,14.12921,14.05963,14.11313,14.13361,17.55008,15.97263,15.33499,13.95429,11.36633,5.765076,13.17,23.67,-1094.74,-1270.501,"NAN",-126.6509,318.3204,131.3918,203.8605
"2021-09-25 20:00:00",56210,1580.544,"NAN",1561.369,1542.477,1547.03,1595.149,1571.898,1572.583,1548.59,1606.364,1504.055,1577.331,9047.991,8991.749,7813.293,9093.281,8293.738,8504.083,14.20465,13.29977,17.56665,14.96997,15.32211,-82.76322,15.07889,12.13202,14.12671,14.05817,14.11084,14.13086,17.78882,15.97437,15.33612,13.95474,11.36655,5.765381,13.18,23.24,-1098.088,-1263.805,"NAN",-126.6509,317.6431,129.36,204.5378
"2021-09-25 21:00:00",56211,1580.546,"NAN",1561.369,1542.475,1547.031,1595.147,1571.899,1572.579,1548.59,1606.365,1504.05,1577.329,9047.988,8991.759,7813.266,9093.269,8293.724,8504.059,14.20596,13.30399,17.56595,14.9686,15.32013,-82.79328,15.07922,12.13306,14.12576,14.05664,14.11023,14.13025,17.95715,15.97552,15.33734,13.95401,11.36697,5.768098,13.18,22.78,-1099.84,-1262.221,"NAN",-127.3281,320.3522,130.0373,203.8605
"2021-09-25 22:00:00",56212,1580.547,"NAN",1561.37,1542.474,1547.037,1595.149,1571.9,1572.577,1548.59,1606.366,1504.05,1577.329,9047.982,8991.75,7813.27,9093.252,8293.682,8504.036,14.20734,13.3049,17.5654,14.96912,15.31818,-82.7942,15.0795,12.13406,14.12427,14.056,14.11047,14.12967,17.59158,15.97616,15.33819,13.95447,11.36661,5.765716,13.2,22.39,-1099.963,-1265.711,"NAN",-125.9736,317.6431,130.7145,205.215
"2021-09-25 23:00:00",56213,1580.541,"NAN",1561.37,1542.477,1547.047,1595.159,1571.9,1572.582,1548.586,1606.379,1504.071,1577.326,9048.021,8991.786,7813.338,9093.24,8293.663,8504.012,14.20645,13.30307,17.56454,14.9689,15.31641,-82.80302,15.07916,12.13382,14.12323,14.05502,14.10974,14.12988,17.6485,15.9772,15.33939,13.95419,11.36795,5.767518,13.2,22.06,-1100.011,-1254.047,"NAN",-125.9736,316.9658,131.3918,203.1832
"2021-09-26 00:00:00",56214,1580.546,"NAN",1561.373,1542.473,1547.045,1595.155,1571.902,1572.577,1548.589,1606.373,1504.05,1577.329,9048.041,8991.816,7813.426,9093.221,8293.644,8503.993,14.20752,13.30637,17.56378,14.97073,15.31503,-82.81184,15.07922,12.13471,14.12298,14.05417,14.11014,14.12854,17.81494,15.97833,15.34042,13.95398,11.36697,5.766326,13.2,21.72,-1100.098,-1262.518,"NAN",-124.619,321.0295,132.0691,205.215
"2021-09-26 01:00:00",56215,1580.544,"NAN",1561.372,1542.476,1547.063,1595.163,1571.9,1572.582,1548.587,1606.379,1504.049,1577.327,9048.082,8991.865,7813.548,9093.215,8293.62,8503.971,14.20718,13.30475,17.56296,14.96839,15.31366,-82.8119,15.07907,12.13446,14.12247,14.05347,14.10965,14.1286,17.94632,15.97943,15.34155,13.95401,11.36615,5.770173,13.2,21.56,-1096.783,-1255.858,"NAN",-124.619,316.9658,132.7464,204.5378
"2021-09-26 02:00:00",56216,1580.547,"NAN",1561.376,1542.473,1547.054,1595.161,1571.903,1572.577,1548.588,1606.378,1504.042,1577.33,9048.155,8991.957,7813.754,9093.209,8293.621,8503.954,14.20667,13.30557,17.56198,14.96839,15.31225,-82.811,15.07892,12.13525,14.12232,14.0524,14.10913,14.12854,17.991,15.97992,15.34238,13.95401,11.36551,5.766816,13.22,21.45,-1098.454,-1264.227,"NAN",-124.619,318.3204,132.0691,203.8605
