"TOA5","COM1","CR1000","55447","CR1000.Std.25","CPU:LIMHA_3_1.CR1","64968","limha"
"TIMESTAMP","RECORD","vw(1)","vw(2)","vw(3)","vw(4)","vw(5)","vw(6)","vw(7)","vw(8)","vw(9)","vw(10)","vw(11)","vw(12)","vw(13)","vw(14)","vw(15)","vw(16)","vw(17)","vw(18)","vw_t(1)","vw_t(2)","vw_t(3)","vw_t(4)","vw_t(5)","vw_t(6)","vw_t(7)","vw_t(8)","vw_t(9)","vw_t(10)","vw_t(11)","vw_t(12)","vw_t(13)","vw_t(14)","vw_t(15)","vw_t(16)","vw_t(17)","vw_t(18)","logvolt","logtemp","strain_1","strain_2","temp_1","RST1_A","RST1_B","RST2_A","RST2_B"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-06-03 13:00:00",53468,1584.433,"NAN",1567.53,1547.963,1549.202,1594.83,1574.421,1575.542,1550.303,1605.603,1502.361,1578.827,9043.564,8995.519,7816.616,9106.024,8313.149,8517.596,12.96411,12.11481,12.83728,10.88248,12.91571,-82.27115,12.86352,11.33649,12.90408,12.85175,12.86932,12.90363,11.31686,12.13831,12.56058,12.80255,10.66766,5.43982,13.18,23.24,-1094.74,-1245.392,"NAN",-126.6509,321.0295,130.7145,204.5378
"2021-06-03 14:00:00",53469,1584.429,"NAN",1567.525,1547.966,1549.199,1594.831,1574.421,1575.542,1550.303,1605.601,1502.352,1578.829,9043.793,8995.771,7817.146,9106.201,8313.388,8517.686,12.96313,12.11331,12.83789,10.88367,12.91516,-82.25764,12.86349,11.3364,12.90326,12.85165,12.86929,12.90378,11.42343,12.13913,12.5614,12.80292,10.6684,5.433685,13.18,23.07,-1093.066,-1248.74,"NAN",-128.0054,318.9977,130.7145,204.5378
"2021-06-03 15:00:00",53470,1584.423,"NAN",1567.524,1547.971,1549.199,1594.83,1574.42,1575.54,1550.303,1605.6,1502.366,1578.83,9044.013,8996.008,7817.45,9106.405,8313.637,8517.782,12.96259,12.11377,12.8385,10.88397,12.91479,-82.27792,12.86337,11.32584,12.90384,12.85111,12.86835,12.90332,11.58499,12.14066,12.56247,12.80325,10.66879,5.433869,13.19,22.87,-1094.74,-1252.088,"NAN",-128.6827,316.9658,132.0691,207.2469
"2021-06-03 16:00:00",53471,1584.423,"NAN",1567.522,1547.973,1549.202,1594.831,1574.42,1575.542,1550.303,1605.601,1502.36,1578.831,9044.254,8996.275,7817.861,9106.625,8313.915,8517.887,12.96436,12.11554,12.83899,10.88495,12.91428,-82.2695,12.86316,11.32571,12.90317,12.85132,12.86829,12.90353,11.67908,12.14206,12.56342,12.80402,10.66928,5.432038,13.19,22.81,-1094.752,-1250.428,"NAN",-128.6827,317.6431,134.1009,205.8923
"2021-06-03 17:00:00",53472,1584.418,"NAN",1567.522,1547.973,1549.204,1594.833,1574.421,1575.542,1550.303,1605.603,1502.367,1578.829,9044.47,8996.516,7818.103,9106.871,8314.211,8518.005,12.9642,12.11627,12.84012,10.88605,12.91345,-82.26271,12.86334,11.32672,12.90225,12.85086,12.86777,12.90256,11.6752,12.14349,12.56445,12.80393,10.66974,5.43399,13.19,22.73,-1094.791,-1248.798,"NAN",-128.0054,319.6749,131.3918,203.8605
"2021-06-03 18:00:00",53473,1584.422,"NAN",1567.521,1547.969,1549.2,1594.83,1574.424,1575.539,1550.304,1605.601,1502.358,1578.833,9044.715,8996.773,7818.407,9107.148,8314.537,8518.125,12.96521,12.11755,12.84079,10.88733,12.91293,-82.2703,12.86322,11.32767,12.90235,12.85043,12.86817,12.90268,11.54431,12.14233,12.56537,12.80496,10.6694,5.433869,13.18,22.64,-1096.471,-1252.153,"NAN",-128.0054,319.6749,130.0373,205.215
"2021-06-03 19:00:00",53474,1584.423,"NAN",1567.521,1547.966,1549.201,1594.83,1574.424,1575.539,1550.304,1605.599,1502.364,1578.834,9044.887,8996.969,7818.59,9107.422,8314.839,8518.266,12.96536,12.11615,12.84198,10.88834,12.91189,-82.27625,12.86331,11.33047,12.90201,12.85025,12.86835,12.90289,11.68146,12.1441,12.56644,12.80548,10.67035,5.433411,13.19,22.59,-1096.493,-1247.156,"NAN",-125.9736,320.3522,130.0373,205.8923
"2021-06-03 20:00:00",53475,1584.425,"NAN",1567.521,1547.959,1549.203,1594.831,1574.426,1575.537,1550.307,1605.597,1502.357,1578.834,9045.056,8997.151,7818.67,9107.71,8315.149,8518.413,12.9643,12.1142,12.84277,10.88919,12.91113,-82.28391,12.86349,11.33176,12.90198,12.85043,12.86786,12.90259,11.71789,12.14572,12.56735,12.80545,10.67029,5.435944,13.19,22.5,-1094.867,-1263.952,"NAN",-128.6827,318.9977,132.0691,204.5378
"2021-06-03 21:00:00",53476,1584.421,"NAN",1567.521,1547.958,1549.204,1594.833,1574.427,1575.536,1550.306,1605.599,1502.366,1578.836,9045.156,8997.265,7818.708,9107.973,8315.426,8518.57,12.96182,12.11118,12.84396,10.88995,12.91061,-82.29826,12.86337,11.33191,12.90106,12.85028,12.86695,12.90167,11.7504,12.14737,12.5686,12.80588,10.67169,5.434479,13.2,22.33,-1096.575,-1243.901,"NAN",-125.9736,320.3522,131.3918,204.5378
"2021-06-03 22:00:00",53477,1584.418,"NAN",1567.521,1547.956,1549.209,1594.837,1574.427,1575.538,1550.305,1605.601,1502.369,1578.834,9045.243,8997.354,7818.645,9108.217,8315.68,8518.735,12.96033,12.10886,12.84473,10.89078,12.9104,-82.29067,12.86334,11.33307,12.90002,12.84964,12.86624,12.90094,11.79147,12.14844,12.56943,12.8064,10.67154,5.435058,13.2,22.14,-1094.962,-1250.667,"NAN",-128.0054,320.3522,130.7145,204.5378
"2021-06-03 23:00:00",53478,1584.417,"NAN",1567.52,1547.951,1549.21,1594.836,1574.429,1575.536,1550.306,1605.6,1502.36,1578.835,9045.325,8997.436,7818.775,9108.438,8315.926,8518.898,12.95871,12.10709,12.84607,10.89246,12.90961,-82.2881,12.86362,11.33228,12.8996,12.84918,12.86508,12.89993,11.54648,12.14996,12.57062,12.80728,10.67163,5.432801,13.21,22,-1094.968,-1250.675,"NAN",-126.6509,318.9977,129.36,205.8923
"2021-06-04 00:00:00",53479,1584.416,"NAN",1567.521,1547.947,1549.212,1594.837,1574.43,1575.536,1550.308,1605.599,1502.363,1578.837,9045.413,8997.535,7818.885,9108.653,8316.146,8519.069,12.95682,12.10437,12.84714,10.89386,12.90897,-82.29239,12.8631,11.33325,12.89884,12.84909,12.86347,12.89957,11.28778,12.15137,12.57159,12.80765,10.67203,5.433685,13.21,21.86,-1093.29,-1254.018,"NAN",-125.9736,320.3522,132.0691,204.5378
"2021-06-04 01:00:00",53480,1584.414,"NAN",1567.522,1547.941,1549.214,1594.837,1574.432,1575.534,1550.307,1605.599,1502.364,1578.838,9045.507,8997.626,7819.01,9108.839,8316.368,8519.24,12.9545,12.10178,12.84827,10.89484,12.90793,-82.30426,12.86325,11.33273,12.89807,12.84845,12.8616,12.89856,11.34747,12.15308,12.5722,12.80808,10.67188,5.434784,13.2,21.72,-1096.684,-1254.071,"NAN",-127.3281,318.3204,130.7145,204.5378
"2021-06-04 02:00:00",53481,1584.413,"NAN",1567.521,1547.935,1549.217,1594.838,1574.433,1575.534,1550.308,1605.597,1502.367,1578.838,9045.61,8997.737,7819.17,9109.027,8316.591,8519.407,12.95242,12.09973,12.84891,10.89612,12.90698,-82.31867,12.86331,11.33356,12.89676,12.84766,12.86057,12.89737,11.54242,12.15628,12.57337,12.8085,10.67264,5.434999,13.21,21.56,-1093.353,-1255.765,"NAN",-126.6509,319.6749,131.3918,203.8605
"2021-06-04 03:00:00",53482,1584.411,"NAN",1567.523,1547.931,1549.222,1594.84,1574.435,1575.534,1550.307,1605.599,1502.372,1578.838,9045.664,8997.793,7819.129,9109.191,8316.771,8519.575,12.95007,12.0961,12.84998,10.89978,12.9061,-82.32555,12.86304,11.33411,12.89627,12.84744,12.85907,12.89603,11.65857,12.15765,12.57437,12.80878,10.67316,5.433045,13.22,21.4,-1095.106,-1247.484,"NAN",-129.36,321.0295,130.0373,204.5378
"2021-06-04 04:00:00",53483,1584.406,"NAN",1567.523,1547.928,1549.225,1594.843,1574.435,1575.532,1550.307,1605.6,1502.373,1578.84,9045.765,8997.898,7819.21,9109.296,8316.974,8519.744,12.94733,12.09375,12.85108,10.8981,12.90512,-82.33569,12.86301,11.33395,12.89545,12.84671,12.85754,12.89453,11.76355,12.15955,12.57547,12.80927,10.6731,5.43686,13.21,21.23,-1098.46,-1260.884,"NAN",-125.9736,317.6431,132.0691,206.5696
"2021-06-04 05:00:00",53484,1584.402,"NAN",1567.521,1547.925,1549.228,1594.849,1574.436,1575.536,1550.307,1605.605,1502.384,1578.838,9045.773,8997.897,7819.024,9109.427,8317.11,8519.913,12.94522,12.091,12.85226,10.89908,12.90408,-82.35528,12.86295,11.33398,12.89371,12.84586,12.85642,12.89304,11.58304,12.16107,12.57672,12.80972,10.67346,5.434906,13.23,21.02,-1095.111,-1265.908,"NAN",-125.9736,320.3522,131.3918,206.5696
"2021-06-04 06:00:00",53485,1584.396,"NAN",1567.519,1547.925,1549.236,1594.856,1574.435,1575.54,1550.305,1605.613,1502.391,1578.834,9045.799,8997.923,7819.012,9109.557,8317.268,8520.066,12.94363,12.08875,12.85272,10.90018,12.90302,-82.38002,12.86291,11.33432,12.89285,12.84528,12.85437,12.89197,11.44974,12.16281,12.57733,12.81015,10.67453,5.434967,13.23,20.69,-1095.111,-1259.21,"NAN",-125.9736,319.6749,132.0691,204.5378
"2021-06-04 07:00:00",53486,1584.393,"NAN",1567.519,1547.923,1549.243,1594.862,1574.435,1575.542,1550.304,1605.617,1502.395,1578.834,9045.8,8997.921,7818.892,9109.661,8317.382,8520.214,12.94232,12.08878,12.85379,10.90121,12.90198,-82.37491,12.86261,11.33414,12.89185,12.84448,12.85312,12.89044,11.53348,12.16385,12.57846,12.81076,10.67471,5.434357,13.24,20.5,-1096.785,-1252.512,"NAN",-128.0054,318.3204,131.3918,205.8923
"2021-06-04 08:00:00",53487,1584.391,"NAN",1567.519,1547.922,1549.249,1594.867,1574.435,1575.544,1550.303,1605.621,1502.41,1578.833,9045.796,8997.898,7818.756,9109.736,8317.472,8520.359,12.9419,12.08807,12.85464,10.90189,12.90134,-82.42529,12.86222,11.33392,12.89087,12.84372,12.8519,12.88971,11.65097,12.16541,12.57928,12.81034,10.67502,5.43509,13.23,20.83,-1098.46,-1252.512,"NAN",-128.0054,319.6749,130.7145,206.5696
"2021-06-04 09:00:00",53488,1584.39,"NAN",1567.52,1547.918,1549.249,1594.869,1574.436,1575.544,1550.302,1605.623,1502.407,1578.834,9045.751,8997.854,7818.583,9109.79,8317.544,8520.493,12.94061,12.08704,12.85541,10.9028,12.90057,-82.35522,12.86206,11.33334,12.8902,12.84265,12.85162,12.88922,11.72229,12.16678,12.58023,12.81061,10.67511,5.436677,13.23,21.23,-1096.785,-1252.512,"NAN",-127.3281,319.6749,132.7464,205.8923
"2021-06-04 10:00:00",53489,1584.379,"NAN",1567.516,1547.924,1549.263,1594.886,1574.431,1575.555,1550.299,1605.641,1502.436,1578.83,9045.736,8997.832,7818.532,9109.821,8317.598,8520.627,12.93967,12.08539,12.85602,10.90326,12.89981,-82.35604,12.86206,11.33386,12.88977,12.84219,12.85037,12.88831,11.72302,12.16824,12.58145,12.81161,10.67548,5.43399,13.22,21.59,-1096.658,-1254.041,"NAN",-125.9736,317.6431,133.4236,204.5378
"2021-06-04 11:00:00",53490,1584.362,"NAN",1567.51,1547.941,1549.292,1594.923,1574.42,1575.581,1550.29,1605.671,1502.47,1578.82,9045.727,8997.818,7818.579,9109.835,8317.644,8520.748,12.9407,12.08875,12.85645,10.90442,12.89902,-82.34158,12.86179,11.3342,12.88885,12.84143,12.84991,12.88702,11.79611,12.16928,12.58218,12.8114,10.6756,5.432831,13.21,21.97,-1098.281,-1253.983,"NAN",-128.0054,320.3522,130.7145,206.5696
"2021-06-04 12:00:00",53491,1584.353,"NAN",1567.505,1547.954,1549.314,1594.949,1574.415,1575.598,1550.283,1605.696,1502.492,1578.813,9045.767,8997.848,7818.655,9109.84,8317.694,8520.869,12.94452,12.09674,12.85693,10.90475,12.89874,-82.32455,12.86142,11.33279,12.88943,12.84152,12.85153,12.88788,11.64725,12.17065,12.58279,12.8122,10.67523,5.434174,13.19,22.42,-1098.249,-1255.62,"NAN",-125.2963,320.3522,132.0691,207.2469
"2021-06-04 13:00:00",53492,1584.345,"NAN",1567.5,1547.968,1549.334,1594.976,1574.408,1575.616,1550.275,1605.72,1502.507,1578.803,9045.813,8997.889,7818.734,9109.852,8317.762,8520.986,12.95142,12.10846,12.8577,10.90579,12.8992,-82.30841,12.86142,11.33316,12.89084,12.84134,12.8537,12.88925,11.45044,12.17157,12.58423,12.81238,10.67606,5.434113,13.19,22.75,-1094.744,-1248.745,"NAN",-126.6509,319.6749,134.1009,205.215
"2021-06-04 14:00:00",53493,1584.344,"NAN",1567.495,1547.983,1549.347,1594.992,1574.402,1575.631,1550.27,1605.735,1502.519,1578.796,9045.883,8997.968,7818.873,9109.876,8317.834,8521.101,12.95984,12.11841,12.8581,10.905,12.90048,-82.29483,12.86102,11.33267,12.89368,12.84229,12.85876,12.89185,11.48627,12.17261,12.58475,12.81244,10.67602,5.435363,13.18,22.98,-1098.088,-1257.11,"NAN",-128.0054,319.6749,133.4236,204.5378
"2021-06-04 15:00:00",53494,1584.339,"NAN",1567.49,1547.994,1549.351,1595.004,1574.398,1575.642,1550.264,1605.748,1502.522,1578.787,9045.951,8998.056,7819.027,9109.925,8317.93,8521.219,12.96814,12.1293,12.85864,10.90573,12.90341,-82.27107,12.86115,11.33261,12.89767,12.8436,12.86459,12.89636,11.6358,12.17352,12.58573,12.8121,10.67642,5.431763,13.18,23.29,-1094.74,-1255.436,"NAN",-128.6827,321.7068,133.4236,204.5378
"2021-06-04 16:00:00",53495,1584.351,"NAN",1567.487,1547.993,1549.34,1594.991,1574.399,1575.64,1550.266,1605.74,1502.491,1578.787,9046.021,8998.13,7819.121,9109.991,8318.025,8521.34,12.9772,12.13953,12.85925,10.90585,12.90732,-82.24236,12.86102,11.33209,12.90268,12.84579,12.87085,12.90115,11.60349,12.17517,12.58661,12.81287,10.67597,5.431854,13.18,23.84,-1093.066,-1262.131,"NAN",-127.3253,318.3134,131.3889,205.2105
"2021-06-04 17:00:00",53496,1584.361,"NAN",1567.488,1547.991,1549.322,1594.977,1574.402,1575.638,1550.27,1605.725,1502.464,1578.789,9046.122,8998.231,7819.259,9110.088,8318.133,8521.458,12.98212,12.14365,12.86008,10.90616,12.91208,-82.22713,12.86163,11.33298,12.9065,12.84863,12.87674,12.90564,11.66766,12.17578,12.58737,12.81244,10.67706,5.432282,13.17,24.39,-1096.414,-1262.131,"NAN",-127.2735,318.1838,129.9815,204.45
"2021-06-04 18:00:00",53497,1584.367,"NAN",1567.488,1547.986,1549.302,1594.96,1574.403,1575.634,1550.275,1605.71,1502.447,1578.792,9046.168,8998.274,7819.228,9110.177,8318.226,8521.576,12.9848,12.14282,12.86118,10.90695,12.91699,-82.20271,12.86261,11.33325,12.91095,12.85178,12.88074,12.90998,11.77252,12.17709,12.58838,12.81293,10.67667,5.436126,13.15,24.89,-1096.414,-1255.436,"NAN",-127.9218,319.466,129.9523,205.0809
"2021-06-04 19:00:00",53498,1584.371,"NAN",1567.487,1547.981,1549.281,1594.946,1574.405,1575.628,1550.276,1605.696,1502.434,1578.794,9046.202,8998.312,7819.272,9110.261,8318.313,8521.691,12.98511,12.1402,12.86261,10.90866,12.92139,-82.22124,12.86316,11.33536,12.91397,12.85349,12.88269,12.91248,11.8573,12.1785,12.58932,12.81296,10.67627,5.427247,13.15,25.1,-1094.74,-1248.74,"NAN",-127.9188,320.8123,128.5956,203.0458
"2021-06-04 20:00:00",53499,1584.372,"NAN",1567.487,1547.973,1549.267,1594.934,1574.406,1575.621,1550.279,1605.685,1502.43,1578.796,9046.194,8998.3,7819.126,9110.334,8318.385,8521.809,12.98303,12.13635,12.86395,10.90979,12.92511,-82.25497,12.86441,11.33585,12.91537,12.85596,12.88397,12.91428,11.67789,12.18021,12.59015,12.81308,10.67694,5.42685,13.15,24.72,-1093.066,-1247.066,"NAN",-128.5971,318.7854,131.3044,205.0785
"2021-06-04 21:00:00",53500,1584.371,"NAN",1567.486,1547.965,1549.253,1594.922,1574.406,1575.612,1550.28,1605.674,1502.416,1578.797,9046.184,8998.271,7819.024,9110.379,8318.428,8521.922,12.98065,12.133,12.86566,10.91119,12.92825,-82.3083,12.86578,11.33731,12.91669,12.85742,12.884,12.91486,11.62088,12.18161,12.59107,12.81403,10.67661,5.426513,13.17,24.04,-1096.414,-1253.762,"NAN",-128.6414,318.8951,130.6725,203.795
"2021-06-04 22:00:00",53501,1584.37,"NAN",1567.485,1547.958,1549.24,1594.914,1574.406,1575.605,1550.282,1605.667,1502.42,1578.799,9046.149,8998.238,7818.938,9110.417,8318.46,8522.02,12.97791,12.12802,12.86707,10.9133,12.93079,-82.29811,12.86652,11.33844,12.91617,12.85907,12.88333,12.91535,11.63242,12.18262,12.59207,12.814,10.67743,5.428039,13.17,23.32,-1093.066,-1245.392,"NAN",-129.36,320.3522,130.0373,204.5378
"2021-06-04 23:00:00",53502,1584.369,"NAN",1567.485,1547.949,1549.234,1594.904,1574.407,1575.597,1550.283,1605.658,1502.412,1578.801,9046.141,8998.214,7818.956,9110.425,8318.479,8522.123,12.97485,12.12384,12.86905,10.9155,12.93225,-82.30663,12.86804,11.33997,12.91605,12.85977,12.88211,12.91471,11.65051,12.18445,12.59274,12.81461,10.67743,5.427643,13.18,22.78,-1093.066,-1248.74,"NAN",-128.0054,321.7068,130.0373,203.1832
"2021-06-05 00:00:00",53503,1584.369,"NAN",1567.485,1547.94,1549.221,1594.894,1574.41,1575.586,1550.284,1605.649,1502.4,1578.805,9046.172,8998.247,7819.143,9110.445,8318.529,8522.227,12.97186,12.11987,12.87085,10.91696,12.93295,-82.32954,12.86929,11.34085,12.91535,12.86008,12.88065,12.91434,11.64606,12.18561,12.59393,12.81534,10.67783,5.42685,13.19,22.25,-1096.606,-1255.656,"NAN",-127.3281,319.6749,131.3918,205.8923
"2021-06-05 01:00:00",53504,1584.368,"NAN",1567.486,1547.931,1549.219,1594.887,1574.412,1575.579,1550.286,1605.642,1502.403,1578.807,9046.216,8998.282,7819.188,9110.455,8318.565,8522.324,12.96896,12.11603,12.87204,10.91891,12.93384,-82.34654,12.87033,11.34219,12.91486,12.86011,12.87872,12.91321,11.68933,12.18643,12.59479,12.81595,10.67844,5.425782,13.21,21.64,-1094.972,-1252.354,"NAN",-128.0054,319.6749,130.0373,207.2469
"2021-06-05 02:00:00",53505,1584.366,"NAN",1567.485,1547.922,1549.215,1594.882,1574.414,1575.571,1550.288,1605.636,1502.397,1578.808,9046.25,8998.323,7819.267,9110.466,8318.603,8522.418,12.96603,12.11218,12.87375,10.92014,12.93396,-82.38063,12.87152,11.34293,12.91354,12.86072,12.87717,12.91217,11.78052,12.18799,12.5957,12.81641,10.67914,5.425873,13.23,20.91,-1093.436,-1249.163,"NAN",-126.6509,320.3522,131.3918,204.5378
"2021-06-05 03:00:00",53506,1584.366,"NAN",1567.487,1547.911,1549.211,1594.876,1574.417,1575.561,1550.288,1605.632,1502.394,1578.81,9046.277,8998.35,7819.283,9110.486,8318.647,8522.513,12.9628,12.108,12.87527,10.92227,12.93378,-82.38065,12.87244,11.34372,12.91242,12.86014,12.87497,12.91,11.86728,12.18939,12.59659,12.8168,10.67993,5.427643,13.23,20.21,-1100.134,-1247.488,"NAN",-127.3281,318.3204,130.0373,205.8923
"2021-06-05 04:00:00",53507,1584.365,"NAN",1567.488,1547.903,1549.21,1594.874,1574.418,1575.555,1550.288,1605.629,1502.399,1578.812,9046.304,8998.379,7819.272,9110.518,8318.686,8522.605,12.95947,12.10376,12.87692,10.92456,12.93323,-82.36871,12.87363,11.34476,12.9104,12.8594,12.87262,12.9086,11.63675,12.19089,12.59738,12.81747,10.68039,5.427886,13.25,19.65,-1096.915,-1249.311,"NAN",-125.2963,318.9977,128.6827,204.5378
"2021-06-05 05:00:00",53508,1584.363,"NAN",1567.49,1547.896,1549.21,1594.872,1574.419,1575.549,1550.289,1605.625,1502.401,1578.813,9046.339,8998.402,7819.267,9110.546,8318.729,8522.696,12.95557,12.10092,12.87817,10.92502,12.93271,-82.37727,12.87436,11.34534,12.90939,12.85855,12.87042,12.90677,11.58453,12.19232,12.5983,12.81796,10.68149,5.428071,13.26,19.13,-1100.507,-1251.261,"NAN",-125.9924,319.7227,130.0567,206.6004
"2021-06-05 06:00:00",53509,1584.36,"NAN",1567.49,1547.889,1549.21,1594.869,1574.421,1575.543,1550.29,1605.622,1502.401,1578.814,9046.354,8998.418,7819.234,9110.573,8318.776,8522.787,12.95306,12.09638,12.87927,10.927,12.93185,-82.38496,12.87482,11.34558,12.90772,12.85803,12.86801,12.90509,11.62021,12.19363,12.59924,12.8183,10.68118,5.428192,13.27,18.71,-1100.484,-1249.56,"NAN",-124.6599,316.3923,132.1124,205.9599
"2021-06-05 07:00:00",53510,1584.36,"NAN",1567.49,1547.882,1549.21,1594.868,1574.422,1575.54,1550.291,1605.62,1502.403,1578.817,9046.395,8998.459,7819.349,9110.608,8318.829,8522.877,12.94934,12.09323,12.88049,10.92779,12.931,-82.37469,12.87534,11.34607,12.90634,12.85718,12.86563,12.90292,11.70316,12.19458,12.6001,12.81863,10.6825,5.429779,13.27,18.71,-1100.501,-1261.305,"NAN",-126.7031,320.4843,131.446,206.6548
"2021-06-05 08:00:00",53511,1584.356,"NAN",1567.491,1547.877,1549.213,1594.87,1574.423,1575.538,1550.29,1605.623,1502.405,1578.818,9046.427,8998.49,7819.386,9110.636,8318.869,8522.968,12.94586,12.08926,12.88126,10.92856,12.92954,-82.34149,12.87567,11.34549,12.90411,12.85587,12.86285,12.90082,11.82187,12.19565,12.6008,12.81906,10.68298,5.428192,13.26,19.47,-1100.507,-1251.262,"NAN",-128.0125,321.0473,130.0445,206.5811
"2021-06-05 09:00:00",53512,1584.355,"NAN",1567.491,1547.873,1549.215,1594.868,1574.426,1575.536,1550.293,1605.622,1502.411,1578.82,9046.501,8998.566,7819.53,9110.667,8318.928,8523.055,12.94348,12.08685,12.88196,10.92954,12.92832,-82.31095,12.8758,11.34525,12.90341,12.85528,12.86038,12.8989,11.88608,12.19702,12.60153,12.81943,10.6824,5.430451,13.24,20.58,-1098.468,-1249.172,"NAN",-125.9736,320.3523,132.0691,204.5378
"2021-06-05 10:00:00",53513,1584.353,"NAN",1567.494,1547.868,1549.219,1594.871,1574.427,1575.535,1550.293,1605.625,1502.417,1578.821,9046.561,8998.627,7819.67,9110.701,8318.975,8523.147,12.94043,12.08395,12.88248,10.93076,12.92682,-82.28211,12.8761,11.3454,12.90137,12.8541,12.8584,12.89679,11.60782,12.19833,12.60242,12.82007,10.68259,5.428192,13.22,21.72,-1098.404,-1250.774,"NAN",-125.2964,319.675,132.7464,205.2151
"2021-06-05 11:00:00",53514,1584.348,"NAN",1567.493,1547.872,1549.229,1594.883,1574.424,1575.54,1550.293,1605.633,1502.427,1578.821,9046.639,8998.701,7819.825,9110.736,8319.048,8523.232,12.93878,12.08286,12.88333,10.93204,12.92578,-82.25077,12.87604,11.34534,12.89945,12.85257,12.8562,12.89539,11.61365,12.199,12.60339,12.81934,10.68259,5.428039,13.19,22.84,-1099.801,-1253.806,"NAN",-128.6828,318.3205,132.0691,204.5378
"2021-06-05 12:00:00",53515,1584.333,"NAN",1567.489,1547.889,1549.257,1594.914,1574.417,1575.559,1550.285,1605.664,1502.471,1578.813,9046.727,8998.8,7820.011,9110.784,8319.122,8523.322,12.93869,12.08493,12.88373,10.93317,12.92456,-82.21703,12.87588,11.34497,12.89804,12.85165,12.85501,12.89377,11.67456,12.20038,12.60394,12.81976,10.68436,5.428162,13.18,23.96,-1096.414,-1260.457,"NAN",-127.9895,318.2807,131.3754,205.1895
"2021-06-05 13:00:00",53516,1584.33,"NAN",1567.487,1547.9,1549.264,1594.925,1574.418,1575.566,1550.283,1605.675,1502.482,1578.807,9046.858,8998.923,7820.245,9110.844,8319.219,8523.413,12.94305,12.09442,12.88394,10.93259,12.92374,-82.17914,12.87592,11.34442,12.8974,12.85055,12.85562,12.89358,11.78033,12.20148,12.60465,12.82013,10.68436,5.428253,13.15,24.87,-1096.414,-1250.414,"NAN",-129.9509,317.4322,131.3046,204.402
"2021-06-05 14:00:00",53517,1584.331,"NAN",1567.489,1547.908,1549.271,1594.931,1574.417,1575.569,1550.281,1605.685,1502.478,1578.805,9046.942,8999.018,7820.382,9110.931,8319.315,8523.508,12.94965,12.10199,12.88455,10.93292,12.92374,-82.17245,12.87576,11.3454,12.89892,12.85055,12.85907,12.89545,11.89304,12.20309,12.60544,12.82129,10.68396,5.427827,13.14,25.61,-1096.236,-1253.558,"NAN",-127.9188,320.8123,129.2725,205.0762
"2021-06-05 15:00:00",53518,1584.333,"NAN",1567.482,1547.914,1549.267,1594.928,1574.418,1575.572,1550.282,1605.682,1502.466,1578.806,9047.064,8999.143,7820.608,9111.03,8319.437,8523.609,12.95426,12.10828,12.88504,10.93305,12.92478,-82.19595,12.87552,11.34369,12.90137,12.85095,12.86206,12.89703,11.71719,12.20453,12.60645,12.82049,10.68439,5.426971,13.13,26.28,-1096.055,-1250.005,"NAN",-128.5956,320.1355,130.6261,204.3994
"2021-06-05 16:00:00",53519,1584.34,"NAN",1567.484,1547.914,1549.259,1594.925,1574.419,1575.571,1550.285,1605.677,1502.456,1578.807,9047.149,8999.234,7820.732,9111.146,8319.545,8523.704,12.95804,12.11063,12.88534,10.93402,12.9267,-82.22287,12.8757,11.34402,12.90286,12.85108,12.86545,12.8999,11.71268,12.2056,12.60727,12.82059,10.68399,5.426759,13.12,26.9,-1094.368,-1256.683,"NAN",-129.2725,318.105,130.6261,204.3994
"2021-06-05 17:00:00",53520,1584.344,"NAN",1567.483,1547.913,1549.254,1594.918,1574.421,1575.572,1550.286,1605.671,1502.442,1578.809,9047.242,8999.322,7820.796,9111.272,8319.666,8523.806,12.95953,12.11169,12.88614,10.93408,12.92832,-82.26924,12.87552,11.34384,12.90433,12.85242,12.86752,12.90149,11.77634,12.20749,12.608,12.82102,10.68436,5.424623,13.1,27.37,-1091.022,-1255.01,"NAN",-128.5956,319.4587,129.2725,204.3994
"2021-06-05 18:00:00",53521,1584.344,"NAN",1567.481,1547.912,1549.247,1594.915,1574.421,1575.571,1550.287,1605.667,1502.432,1578.811,9047.312,8999.396,7820.869,9111.404,8319.794,8523.912,12.96054,12.1106,12.88687,10.93491,12.92999,-82.41732,12.87576,11.34405,12.90509,12.85349,12.86878,12.90304,11.905,12.20844,12.6088,12.8215,10.68414,5.425873,13.1,27.56,-1092.695,-1265.05,"NAN",-128.5956,319.4587,129.9493,203.7226
"2021-06-05 19:00:00",53522,1584.345,"NAN",1567.479,1547.909,1549.241,1594.911,1574.422,1575.569,1550.288,1605.663,1502.425,1578.81,9047.334,8999.417,7820.795,9111.522,8319.887,8524.017,12.95993,12.10941,12.88751,10.93643,12.9314,-82.39167,12.87604,11.34476,12.90543,12.85379,12.86905,12.90384,11.73468,12.20978,12.60983,12.82172,10.68512,5.42514,13.1,27.53,-1091.022,-1255.01,"NAN",-131.3029,318.105,131.3029,202.3689
